,IST,Pressure,Extrenal_temp,Internal_temp,Humidity,Volatge,GMT,Latitude,n/s,Longitude,e/w,No. of Satellites,Altitude
1781,16:53:20,435.0,-19.46,17.6,9.8,8.2,_,_,_,_,_,10,6812.5
1782,16:53:20,434.9,-19.53,17.6,9.8,8.2,_,_,_,_,_,10,6812.5
1783,16:53:21,434.5,-19.53,17.6,9.8,8.2,11:23:19,28.874666,n,77.480667,e,10,6835.7
1784,16:53:21,434.2,-19.65,17.6,9.7,8.2,11:23:20,28.874666,n,77.481171,e,10,6835.7
1785,16:53:22,433.8,-19.65,17.6,9.7,8.2,_,_,_,_,_,10,6835.7
1786,16:53:23,433.6,-19.72,17.6,9.6,8.2,_,_,_,_,_,10,6835.7
1787,16:53:24,433.3,-19.72,17.6,9.8,8.2,_,_,_,_,_,10,6835.7
1788,16:53:25,433.0,-19.78,17.6,9.6,8.2,11:23:23,28.875166,n,77.482666,e,9,6859.9
1789,16:53:25,432.9,-19.85,17.6,9.6,8.2,11:23:24,28.875334,n,77.48317,e,_,6859.9
1790,16:53:26,432.6,-19.85,17.6,9.6,8.2,_,_,_,_,_,9,6859.9
1791,16:53:27,432.4,-19.91,17.6,9.6,8.2,_,_,_,_,_,9,6859.9
1792,16:53:28,432.3,-19.95,17.6,9.5,8.2,_,_,_,_,_,9,6859.9
1793,16:53:29,432.0,-19.97,17.6,9.6,8.2,11:23:27,28.875834,n,77.484665,e,10,6879.5
1794,16:53:29,432.0,-20.02,17.6,9.6,8.2,11:23:28,28.876001,n,77.485161,e,10,6879.5
1795,16:53:30,431.8,-20.1,17.6,9.6,8.2,_,_,_,_,_,10,6879.5
1796,16:53:31,431.6,-20.17,17.6,9.5,8.2,_,_,_,_,_,10,6879.5
1797,16:53:33,430.5,-20.21,17.6,9.5,8.2,11:23:32,28.876501,n,77.487503,e,9,6903.9
1798,16:53:34,430.5,-20.27,17.6,9.5,8.2,_,_,_,_,_,9,6903.9
1799,16:53:35,429.9,-20.4,17.6,9.5,8.2,_,_,_,_,_,9,6903.9
1800,16:53:36,429.7,-20.4,17.6,9.4,8.2,_,_,_,_,_,9,6903.9
1801,16:53:37,429.3,-20.36,17.6,9.4,8.2,11:23:35,28.876669,n,77.489166,e,10,6925.6
1802,16:53:37,428.9,-20.4,17.6,9.5,8.2,11:23:36,28.876835,n,77.489662,e,10,6925.6
1803,16:53:38,428.7,-20.49,17.6,9.3,8.2,_,_,_,_,_,10,6925.6
1804,16:53:39,428.5,-20.47,17.6,9.3,8.2,_,_,_,_,_,10,6925.6
1805,16:53:40,428.2,-20.4,17.5,9.3,8.2,_,_,_,_,_,10,6925.6
1806,16:53:41,427.9,-20.49,17.5,9.3,8.2,11:23:39,28.877165,n,77.491333,e,10,6948.4
1807,16:53:41,427.6,-20.53,17.5,9.3,8.2,11:23:40,28.877165,n,77.491829,e,10,6948.4
1808,16:53:42,427.4,-20.53,17.6,9.3,8.2,_,_,_,_,_,10,6948.4
1809,16:53:43,427.2,-20.53,17.6,9.3,8.2,_,_,_,_,_,10,6948.4
1810,16:53:45,427.2,-20.49,17.5,9.1,8.2,11:23:43,28.877665,n,77.4935,e,10,6969.6
1811,16:53:45,427.0,-20.61,17.5,9.2,8.2,11:23:44,28.877832,n,77.494164,e,10,6969.6
1812,16:53:46,426.8,-20.66,17.5,9.2,8.2,_,_,_,_,_,10,6969.6
1813,16:53:47,426.1,-20.59,17.6,9.2,8.2,_,_,_,_,_,10,6969.6
1814,16:53:53,424.1,-20.59,17.5,9.1,8.2,11:23:51,28.866667,n,77.498505,e,10,7016.4
1815,16:53:53,423.8,-20.47,17.5,9.1,8.2,11:23:52,28.878666,n,77.499168,e,10,7016.4
1816,16:53:54,423.4,-20.53,17.5,9.0,8.2,_,_,_,_,_,10,7016.4
1817,16:53:55,423.2,-20.53,17.5,9.0,8.2,_,_,_,_,_,10,7016.4
1818,16:54:12,419.9,-20.59,17.5,8.7,8.2,_,_,_,_,_,10,7089.8
1819,16:54:24,416.7,-20.78,17.4,8.5,8.2,_,_,_,_,_,10,_
1820,16:54:25,416.6,-20.78,17.4,8.6,8.2,11:26,28.883667,n,_,e,10,7151.2
1821,16:54:33,414.8,-20.83,17.4,8.5,8.2,11:24:32,28.885002,n,77.52417,e,10,7178.9
1822,16:54:36,414.7,-20.85,17.4,8.5,8.2,_,_,_,_,_,10,7178.9
1823,16:54:40,413.5,-20.96,17.4,8.5,8.2,56:78:90,_,_,_,_,10,7193.8
1824,16:55:05,408.6,-21.59,17.5,8.3,8.2,_,28.890165,n,77.0,e,_,_
1825,16:55:42,399.9,-22.55,17.3,8.1,8.2,_,_,_,_,_,10,7458.6
1826,16:55:46,399.4,-22.68,17.3,8.0,8.2,_,_,_,_,_,10,7458.6
1827,16:56:28,390.1,-23.99,17.1,8.0,8.2,_,_,_,_,_,7,7625.0
1828,16:56:40,387.6,-24.22,17.1,8.0,8.2,_,_,_,_,_,10,7671.6
1829,16:56:48,385.9,-24.75,17.1,8.0,8.2,_,_,_,_,_,10,7703.3
